"LVL_REFNIS","CD_REFNIS","CD_SUP_REFNIS","TX_REFNIS_DE","TX_REFNIS_FR","TX_REFNIS_NL","DT_VLDT_START","DT_VLDT_END"
"4","23057","23000","Nossegem","Nossegem","Nossegem","01/01/1970","31/12/1976"
"4","23058","23000","Oetingen","Oetingen","Oetingen","01/01/1970","31/12/1976"
"4","23060","23000","Opwijk","Opwijk","Opwijk","01/01/1970","31/12/9999"
"4","23061","23000","Oudenaken","Oudenaken","Oudenaken","01/01/1970","31/12/1976"
"4","23062","23000","Overijse","Overijse","Overijse","01/01/1970","31/12/9999"
"4","23064","23000","Pepingen","Pepingen","Pepingen","01/01/1970","31/12/9999"
"4","23065","23000","Perk","Perk","Perk","01/01/1970","31/12/1976"
"4","23066","23000","Peutie","Peutie","Peutie","01/01/1970","31/12/1976"
"4","23067","23000","Ramsdonk","Ramsdonk","Ramsdonk","01/01/1970","31/12/1976"
"4","23068","23000","Relegem","Relegem","Relegem","01/01/1970","31/12/1976"
"4","23069","23000","Ruisbroek (Halle-Vilvoorde)","Ruisbroek (Hal-Vilvorde)","Ruisbroek (Halle-Vilvoorde)","01/01/1970","31/12/1976"
"4","23070","23000","Schepdaal","Schepdaal","Schepdaal","01/01/1970","31/12/1976"
"4","23071","23000","Sint-Katherina-Lombeek","Sint-Katherina-Lombeek","Sint-Katherina-Lombeek","01/01/1970","31/12/1976"
"4","23072","23000","Sint-Kwintens-Lennik","Sint-Kwintens-Lennik","Sint-Kwintens-Lennik","01/01/1970","31/12/1976"
"4","23073","23000","Sint-Laureins-Berchem","Sint-Laureins-Berchem","Sint-Laureins-Berchem","01/01/1970","31/12/1976"
"4","23074","23000","Sint-Martens-Bodegem","Sint-Martens-Bodegem","Sint-Martens-Bodegem","01/01/1970","31/12/1976"
"4","23075","23000","Sint-Martens-Lennik","Sint-Martens-Lennik","Sint-Martens-Lennik","01/01/1970","31/12/1976"
"4","23076","23000","Sint-Pieters-Kapelle (Halle-Vilvoorde)","Saint-Pierre-Capelle (Hal-Vilvorde)","Sint-Pieters-Kapelle (Halle-Vilvoorde)","01/01/1970","31/12/1976"
"4","23077","23000","Sint-Pieters-Leeuw","Sint-Pieters-Leeuw","Sint-Pieters-Leeuw","01/01/1970","31/12/9999"
"4","23078","23000","Sint-Stevens-Woluwe","Woluwe-Saint-Etienne","Sint-Stevens-Woluwe","01/01/1970","31/12/1976"
"4","23079","23000","Sint-Ulriks-Kapelle","Sint-Ulriks-Kapelle","Sint-Ulriks-Kapelle","01/01/1970","31/12/1976"
"4","23080","23000","Steenhuffel","Steenhuffel","Steenhuffel","01/01/1970","31/12/1976"
"4","23081","23000","Steenokkerzeel","Steenokkerzeel","Steenokkerzeel","01/01/1970","31/12/9999"
"4","23082","23000","Sterrebeek","Sterrebeek","Sterrebeek","01/01/1970","31/12/1976"
"4","23084","23000","Strombeek-Bever","Strombeek-Bever","Strombeek-Bever","01/01/1970","31/12/1976"
"4","23085","23000","Teralfene","Teralfene","Teralfene","01/01/1970","31/12/1976"
"4","23086","23000","Ternat","Ternat","Ternat","01/01/1970","31/12/9999"
"4","23087","23000","Tollembeek","Tollembeek","Tollembeek","01/01/1970","31/12/1976"
"4","23088","23000","Vilvoorde","Vilvorde","Vilvoorde","01/01/1970","31/12/9999"
"4","23089","23000","Vlezenbeek","Vlezenbeek","Vlezenbeek","01/01/1970","31/12/1976"
"4","23090","23000","Vollezele","Vollezele","Vollezele","01/01/1970","31/12/1976"
"4","23091","23000","Wambeek","Wambeek","Wambeek","01/01/1970","31/12/1976"
"4","23092","23000","Weerde","Weerde","Weerde","01/01/1970","31/12/1976"
"4","23093","23000","Wolvertem","Wolvertem","Wolvertem","01/01/1970","31/12/1976"
"4","23094","23000","Zaventem","Zaventem","Zaventem","01/01/1970","31/12/9999"
"4","23095","23000","Zellik","Zellik","Zellik","01/01/1970","31/12/1976"
"4","23096","23000","Zemst","Zemst","Zemst","01/01/1970","31/12/9999"
"4","23097","23000","Roosdaal","Roosdaal","Roosdaal","01/01/1970","31/12/9999"
"4","23098","23000","Drogenbos","Drogenbos","Drogenbos","01/01/1970","31/12/9999"
"4","23099","23000","Kraainem","Kraainem","Kraainem","01/01/1970","31/12/9999"
"4","23100","23000","Linkebeek","Linkebeek","Linkebeek","01/01/1970","31/12/9999"
"4","23101","23000","Sint-Genesius-Rode","Rhode-Saint-Genèse","Sint-Genesius-Rode","01/01/1970","31/12/9999"
"4","23102","23000","Wemmel","Wemmel","Wemmel","01/01/1970","31/12/9999"
"4","23103","23000","Wezembeek-Oppem","Wezembeek-Oppem","Wezembeek-Oppem","01/01/1970","31/12/9999"
"4","23104","23000","Lennik","Lennik","Lennik","01/01/1977","31/12/9999"
"4","23105","23000","Affligem","Affligem","Affligem","01/01/1981","31/12/9999"
"4","24001","24000","Aarschot","Aarschot","Aarschot","01/01/1970","31/12/9999"
"4","24002","24000","Assent","Assent","Assent","01/01/1970","31/12/1976"
"4","24003","24000","Attenhoven","Attenhoven","Attenhoven","01/01/1970","31/12/1976"
"4","24004","24000","Attenrode","Attenrode","Attenrode","01/01/1970","31/12/1976"
"4","24005","24000","Averbode","Averbode","Averbode","01/01/1970","31/12/1976"
"4","24006","24000","Baal","Baal","Baal","01/01/1970","31/12/1976"
"4","24007","24000","Begijnendijk","Begijnendijk","Begijnendijk","01/01/1970","31/12/9999"
"4","24008","24000","Bekkevoort","Bekkevoort","Bekkevoort","01/01/1970","31/12/9999"
"4","24009","24000","Bertem","Bertem","Bertem","01/01/1970","31/12/9999"
"4","24010","24000","Betekom","Betekom","Betekom","01/01/1970","31/12/1976"
"4","24011","24000","Bierbeek","Bierbeek","Bierbeek","01/01/1970","31/12/9999"
"4","24012","24000","Binkom","Binkom","Binkom","01/01/1970","31/12/1976"
"4","24013","24000","Blanden","Blanden","Blanden","01/01/1970","31/12/1976"
"4","24014","24000","Boortmeerbeek","Boortmeerbeek","Boortmeerbeek","01/01/1970","31/12/9999"
"4","24015","24000","Bost","Bost","Bost","01/01/1970","31/12/1970"
"4","24016","24000","Boutersem","Boutersem","Boutersem","01/01/1970","31/12/9999"
"4","24017","24000","Budingen","Budingen","Budingen","01/01/1970","31/12/1976"
"4","24018","24000","Bunsbeek","Bunsbeek","Bunsbeek","01/01/1970","31/12/1976"
"4","24019","24000","Deurne (Löwen)","Deurne (Louvain)","Deurne (Leuven)","01/01/1970","31/12/1976"
"4","24020","24000","Diest","Diest","Diest","01/01/1970","31/12/9999"
"4","24021","24000","Dormaal","Dormaal","Dormaal","01/01/1970","31/12/1970"
"4","24022","24000","Drieslinter","Drieslinter","Drieslinter","01/01/1970","31/12/1971"
"4","24023","24000","Duisburg","Duisburg","Duisburg","01/01/1970","31/12/1976"
"4","24024","24000","Eliksem","Eliksem","Eliksem","01/01/1970","31/12/1970"
"4","24025","24000","Erps-Kwerps","Erps-Kwerps","Erps-Kwerps","01/01/1970","31/12/1976"
"4","24026","24000","Everberg","Everberg","Everberg","01/01/1970","31/12/1976"
"4","24027","24000","Ezemaal","Ezemaal","Ezemaal","01/01/1970","31/12/1970"
"4","24028","24000","Geetbets","Geetbets","Geetbets","01/01/1970","31/12/9999"
"4","24029","24000","Gelrode","Gelrode","Gelrode","01/01/1970","31/12/1976"
"4","24030","24000","Glabbeek-Zuurbemde","Glabbeek-Zuurbemde","Glabbeek-Zuurbemde","01/01/1970","31/12/1980"
"4","24031","24000","Goetsenhoven","Gossoncourt","Goetsenhoven","01/01/1970","31/12/1976"
"4","24032","24000","Grazen","Grazen","Grazen","01/01/1970","31/12/1970"
"4","24033","24000","Haacht","Haacht","Haacht","01/01/1970","31/12/9999"
"4","24034","24000","Haasrode","Haasrode","Haasrode","01/01/1970","31/12/1976"
"4","24035","24000","Hakendover","Hakendover","Hakendover","01/01/1970","31/12/1976"
"4","24036","24000","Halle-Booienhoven","Halle-Booienhoven","Halle-Booienhoven","01/01/1970","31/12/1976"
"4","24037","24000","Helen-Bos","Helen-Bos","Helen-Bos","01/01/1970","31/12/1971"
"4","24038","24000","Herent","Herent","Herent","01/01/1970","31/12/9999"
"4","24039","24000","Hever","Hever","Hever","01/01/1970","31/12/1976"
"4","24040","24000","Heverlee","Heverlee","Heverlee","01/01/1970","31/12/1976"
"4","24041","24000","Hoegaarden","Hoegaarden","Hoegaarden","01/01/1970","31/12/9999"
"4","24042","24000","Hoeleden","Hoeleden","Hoeleden","01/01/1970","31/12/1976"
"4","24043","24000","Holsbeek","Holsbeek","Holsbeek","01/01/1970","31/12/9999"
"4","24044","24000","Houwaart","Houwaart","Houwaart","01/01/1970","31/12/1976"
"4","24045","24000","Huldenberg","Huldenberg","Huldenberg","01/01/1970","31/12/9999"
"4","24046","24000","Kaggevinne","Kaggevinne","Kaggevinne","01/01/1970","31/12/1976"
"4","24047","24000","Kapellen (Löwen)","Kapellen (Louvain)","Kapellen (Leuven)","01/01/1970","31/12/1976"
"4","24048","24000","Keerbergen","Keerbergen","Keerbergen","01/01/1970","31/12/9999"
"4","24049","24000","Kerkom","Kerkom","Kerkom","01/01/1970","31/12/1970"
"4","24050","24000","Kersbeek-Miskom","Kersbeek-Miskom","Kersbeek-Miskom","01/01/1970","31/12/1976"
"4","24051","24000","Kessel-Lo","Kessel-Lo","Kessel-Lo","01/01/1970","31/12/1976"
"4","24052","24000","Korbeek-Dijle","Korbeek-Dijle","Korbeek-Dijle","01/01/1970","31/12/1976"
"4","24053","24000","Korbeek-Lo","Korbeek-Lo","Korbeek-Lo","01/01/1970","31/12/1976"
"4","24054","24000","Kortenaken","Kortenaken","Kortenaken","01/01/1970","31/12/9999"
"4","24055","24000","Kortenberg","Kortenberg","Kortenberg","01/01/1970","31/12/9999"
"4","24056","24000","Kortrijk-Dutsel","Kortrijk-Dutsel","Kortrijk-Dutsel","01/01/1970","31/12/1976"
"4","24057","24000","Kumtich","Kumtich","Kumtich","01/01/1970","31/12/1976"
"4","24058","24000","Laar","Laar","Laar","01/01/1970","31/12/1970"
"4","24059","24000","Landen","Landen","Landen","01/01/1970","31/12/9999"
"4","24060","24000","Langdorp","Langdorp","Langdorp","01/01/1970","31/12/1976"
"4","24061","24000","Leefdaal","Leefdaal","Leefdaal","01/01/1970","31/12/1976"
"4","24062","24000","Löwen","Louvain","Leuven","01/01/1970","31/12/9999"
"4","24063","24000","Linden","Linden","Linden","01/01/1970","31/12/1976"
"4","24064","24000","Loonbeek","Loonbeek","Loonbeek","01/01/1970","31/12/1976"
"4","24065","24000","Lovenjoel","Lovenjoel","Lovenjoel","01/01/1970","31/12/1976"
"4","24066","24000","Lubbeek","Lubbeek","Lubbeek","01/01/1970","31/12/9999"
"4","24067","24000","Meensel-Kiezegem","Meensel-Kiezegem","Meensel-Kiezegem","01/01/1970","31/12/1976"
"4","24068","24000","Meerbeek","Meerbeek","Meerbeek","01/01/1970","31/12/1976"
"4","24070","24000","Melkwezer","Melkwezer","Melkwezer","01/01/1970","31/12/1970"
"4","24071","24000","Messelbroek","Messelbroek","Messelbroek","01/01/1970","31/12/1976"
"4","24072","24000","Molenbeek-Wersbeek","Molenbeek-Wersbeek","Molenbeek-Wersbeek","01/01/1970","31/12/1976"
"4","24073","24000","Molenstede","Molenstede","Molenstede","01/01/1970","31/12/1976"
"4","24074","24000","Neerhespen","Neerhespen","Neerhespen","01/01/1970","31/12/1970"
"4","24075","24000","Neerijse","Neerijse","Neerijse","01/01/1970","31/12/1976"
"4","24076","24000","Neerlanden","Neerlanden","Neerlanden","01/01/1970","31/12/1970"
"4","24077","24000","Neerlinter","Neerlinter","Neerlinter","01/01/1970","31/12/1971"
"4","24079","24000","Neerwinden","Neerwinden","Neerwinden","01/01/1970","31/12/1976"
"4","24080","24000","Nieuwrode","Nieuwrode","Nieuwrode","01/01/1970","31/12/1976"
"4","24081","24000","Oorbeek","Oorbeek","Oorbeek","01/01/1970","31/12/1970"
"4","24082","24000","Oplinter","Oplinter","Oplinter","01/01/1970","31/12/1976"
"4","24084","24000","Orsmaal-Gussenhoven","Orsmaal-Gussenhoven","Orsmaal-Gussenhoven","01/01/1970","31/12/1970"
"4","24085","24000","Ottenburg","Ottenburg","Ottenburg","01/01/1970","31/12/1976"
"4","24086","24000","Oud-Heverlee","Oud-Heverlee","Oud-Heverlee","01/01/1970","31/12/9999"
"4","24087","24000","Outgaarden","Outgaarden","Outgaarden","01/01/1970","31/12/1976"
"4","24088","24000","Overhespen","Overhespen","Overhespen","01/01/1970","31/12/1970"
"4","24089","24000","Overwinden","Overwinden","Overwinden","01/01/1970","31/12/1970"
"4","24090","24000","Pellenberg","Pellenberg","Pellenberg","01/01/1970","31/12/1976"
"4","24091","24000","Ransberg","Ransberg","Ransberg","01/01/1970","31/12/1976"
"4","24092","24000","Rillaar","Rillaar","Rillaar","01/01/1970","31/12/1976"
"4","24093","24000","Roosbeek (Löwen)","Roosbeek (Louvain)","Roosbeek (Leuven)","01/01/1970","31/12/1970"
"4","24094","24000","Rotselaar","Rotselaar","Rotselaar","01/01/1970","31/12/9999"
"4","24095","24000","Rummen","Rummen","Rummen","01/01/1970","31/12/1976"
"4","24096","24000","Rumsdorp","Rumsdorp","Rumsdorp","01/01/1970","31/12/1970"
"4","24097","24000","Schaffen","Schaffen","Schaffen","01/01/1970","31/12/1976"
"4","24098","24000","Scherpenheuvel","Montaigu","Scherpenheuvel","01/01/1970","31/12/1976"
"4","24099","24000","Sint-Agatha-Rode","Sint-Agatha-Rode","Sint-Agatha-Rode","01/01/1970","31/12/1976"
"4","24100","24000","Sint-Joris-Weert","Sint-Joris-Weert","Sint-Joris-Weert","01/01/1970","31/12/1976"
"4","24101","24000","Sint-Joris-Winge","Sint-Joris-Winge","Sint-Joris-Winge","01/01/1970","31/12/1976"
"4","24102","24000","Sint-Margriete-Houtem","Sint-Margriete-Houtem","Sint-Margriete-Houtem","01/01/1970","31/12/1976"
"4","24103","24000","Sint-Pieters-Rode","Sint-Pieters-Rode","Sint-Pieters-Rode","01/01/1970","31/12/1976"
"4","24104","24000","Tervuren","Tervuren","Tervuren","01/01/1970","31/12/9999"
"4","24105","24000","Testelt","Testelt","Testelt","01/01/1970","31/12/1976"
"4","24106","24000","Tielt (Löwen)","Tielt (Louvain)","Tielt (Leuven)","01/01/1970","31/12/1976"
"4","24107","24000","Tienen","Tirlemont","Tienen","01/01/1970","31/12/9999"
"4","24108","24000","Tildonk","Tildonk","Tildonk","01/01/1970","31/12/1976"
"4","24109","24000","Tremelo","Tremelo","Tremelo","01/01/1970","31/12/9999"
"4","24110","24000","Vaalbeek","Vaalbeek","Vaalbeek","01/01/1970","31/12/1976"
"4","24111","24000","Veltem-Beisem","Veltem-Beisem","Veltem-Beisem","01/01/1970","31/12/1976"
"4","24113","24000","Vissenaken","Vissenaken","Vissenaken","01/01/1970","31/12/1970"
"4","24114","24000","Vossem","Vossem","Vossem","01/01/1970","31/12/1976"
"4","24115","24000","Waanrode","Waanrode","Waanrode","01/01/1970","31/12/1976"
"4","24118","24000","Walshoutem","Houtain-l’Evêque","Walshoutem","01/01/1970","31/12/1976"
"4","24119","24000","Wange","Wange","Wange","01/01/1970","31/12/1970"
"4","24120","24000","Webbekom","Webbekom","Webbekom","01/01/1970","31/12/1971"
"4","24121","24000","Werchter","Werchter","Werchter","01/01/1970","31/12/1976"
"4","24122","24000","Wespelaar","Wespelaar","Wespelaar","01/01/1970","31/12/1976"
"4","24123","24000","Wezemaal","Wezemaal","Wezemaal","01/01/1970","31/12/1976"
"4","24126","24000","Wilsele","Wilsele","Wilsele","01/01/1970","31/12/1976"
"4","24127","24000","Winksele","Winksele","Winksele","01/01/1970","31/12/1976"
"4","24128","24000","Wommersom","Wommersom","Wommersom","01/01/1970","31/12/1976"
"4","24129","24000","Zichem","Zichem","Zichem","01/01/1970","31/12/1976"
"4","24130","24000","Zoutleeuw","Léau","Zoutleeuw","01/01/1970","31/12/9999"
"4","24131","24000","Honsem","Honsem","Honsem","01/01/1970","31/12/1976"
"4","24132","24000","Orsmaal","Orsmaal","Orsmaal","01/01/1970","31/12/1976"
"4","24133","24000","Linter","Linter","Linter","01/01/1971","31/12/9999"
"4","24134","24000","Scherpenheuvel-Zichem","Montaigu-Zichem","Scherpenheuvel-Zichem","01/01/1977","31/12/9999"
"4","24135","24000","Tielt-Winge","Tielt-Winge","Tielt-Winge","01/01/1977","31/12/9999"
"4","24137","24000","Glabbeek","Glabbeek","Glabbeek","01/01/1981","31/12/9999"
"4","25001","25000","Archennes","Archennes","Eerken","01/01/1970","31/12/1976"
"4","25002","25000","Autre-Eglise","Autre-Eglise","Autre-Eglise","01/01/1970","31/12/1976"
"4","25003","25000","Baisy-Thy","Baisy-Thy","Baisy-Thy","01/01/1970","31/12/1976"
"4","25004","25000","Baulers","Baulers","Baulers","01/01/1970","31/12/1976"
"4","25005","25000","Beauvechain","Beauvechain","Bevekom","01/01/1970","31/12/9999"
"4","25006","25000","Bierges","Bierges","Bierges","01/01/1970","31/12/1976"
"4","25007","25000","Bierghes","Bierghes","Bierk","01/01/1970","31/12/1976"
"4","25008","25000","Biez","Biez","Biez","01/01/1970","31/12/1976"
"4","25009","25000","Bomal (Nivelles)","Bomal (Nivelles)","Bomal (Nijvel)","01/01/1970","31/12/1970"
"4","25010","25000","Bonlez","Bonlez","Bonlez","01/01/1970","31/12/1976"
"4","25011","25000","Bornival","Bornival","Bornival","01/01/1970","31/12/1976"
"4","25012","25000","Bossut-Gottechain","Bossut-Gottechain","Bossut-Gottechain","01/01/1970","31/12/1976"
"4","25013","25000","Bousval","Bousval","Bousval","01/01/1970","31/12/1976"
"4","25014","25000","Braine-l’Alleud","Braine-l’Alleud","Eigenbrakel","01/01/1970","31/12/9999"
"4","25015","25000","Braine-le-Château","Braine-le-Château","Kasteelbrakel","01/01/1970","31/12/9999"
"4","25016","25000","Céroux-Mousty","Céroux-Mousty","Céroux-Mousty","01/01/1970","31/12/1976"
"4","25017","25000","Chastre-Villeroux-Blanmont","Chastre-Villeroux-Blanmont","Chastre-Villeroux-Blanmont","01/01/1970","31/12/1976"
"4","25018","25000","Chaumont-Gistoux","Chaumont-Gistoux","Chaumont-Gistoux","01/01/1970","31/12/9999"
"4","25019","25000","Clabecq","Clabecq","Klabbeek","01/01/1970","31/12/1976"
"4","25020","25000","Corbais","Corbais","Corbais","01/01/1970","31/12/1976"
"4","25021","25000","Corroy-le-Grand","Corroy-le-Grand","Corroy-le-Grand","01/01/1970","31/12/1976"
"4","25022","25000","Cortil-Noirmont","Cortil-Noirmont","Cortil-Noirmont","01/01/1970","31/12/1976"
"4","25023","25000","Court-Saint-Etienne","Court-Saint-Etienne","Court-Saint-Etienne","01/01/1970","31/12/9999"
"4","25024","25000","Couture-Saint-Germain","Couture-Saint-Germain","Couture-Saint-Germain","01/01/1970","31/12/1976"
"4","25025","25000","Dion-le-Mont","Dion-le-Mont","Dion-le-Mont","01/01/1970","31/12/1970"
"4","25026","25000","Dion-le-Val","Dion-le-Val","Dion-le-Val","01/01/1970","31/12/1970"
"4","25027","25000","Dongelberg","Dongelberg","Dongelberg","01/01/1970","31/12/1976"
"4","25028","25000","Enines","Enines","Enines","01/01/1970","31/12/1970"
"4","25029","25000","Folx-les-Caves","Folx-les-Caves","Folx-les-Caves","01/01/1970","31/12/1970"
"4","25030","25000","Geest-Gérompont-Petit-Rosière","Geest-Gérompont-Petit-Rosière","Geest-Gérompont-Petit-Rosière","01/01/1970","31/12/1970"
"4","25031","25000","Genappe","Genappe","Genepiën","01/01/1970","31/12/9999"
"4","25032","25000","Gentinnes","Gentinnes","Gentinnes","01/01/1970","31/12/1976"
"4","25033","25000","Genval","Genval","Genval","01/01/1970","31/12/1976"
"4","25034","25000","Glabais","Glabais","Glabais","01/01/1970","31/12/1976"
"4","25035","25000","Glimes","Glimes","Glimes","01/01/1970","31/12/1976"
"4","25036","25000","Grand-Rosière-Hottomont","Grand-Rosière-Hottomont","Grand-Rosière-Hottomont","01/01/1970","31/12/1976"
"4","25037","25000","Grez-Doiceau","Grez-Doiceau","Graven","01/01/1970","31/12/9999"
"4","25038","25000","Hamme-Mille","Hamme-Mille","Hamme-Mille","01/01/1970","31/12/1976"
"4","25039","25000","Haut-Ittre","Haut-Ittre","Haut-Ittre","01/01/1970","31/12/1976"
"4","25040","25000","Hevillers","Hevillers","Hevillers","01/01/1970","31/12/1976"
"4","25041","25000","Houtain-le-Val","Houtain-le-Val","Houtain-le-Val","01/01/1970","31/12/1976"
"4","25042","25000","Huppaye","Huppaye","Huppaye","01/01/1970","31/12/1976"
"4","25043","25000","Incourt","Incourt","Incourt","01/01/1970","31/12/9999"
"4","25044","25000","Ittre","Ittre","Itter","01/01/1970","31/12/9999"
"4","25045","25000","Jandrain-Jandrenouille","Jandrain-Jandrenouille","Jandrain-Jandrenouille","01/01/1970","31/12/1976"
"4","25046","25000","Jauche","Jauche","Geten","01/01/1970","31/12/1976"
"4","25047","25000","Jauchelette","Jauchelette","Jauchelette","01/01/1970","31/12/1976"
